22º00'42"S
47º53'22"W
873.5m


Distance (m),Elevation (m)
32021.979578870832,703.703369140625
32152.150227565427,698.2438354492188
32282.320876260026,692.7293090820312
32412.49152495462,688.5239868164062
32542.66217364922,684.4432373046875
32672.832822343815,686.1148071289062
32803.00347103841,688.5819091796875
32933.17411973301,692.5045166015625
33063.3447684276,692.3073120117188
33193.5154171222,692.3151245117188
33323.6860658168,693.7252197265625
33453.8567145114,694.6021728515625
33584.027363206,690.6193237304688
33714.19801190059,689.4498901367188
33844.36866059519,687.9598388671875
33974.53930928979,687.119873046875
34104.709957984385,688.740234375
34234.88060667898,690.4480590820312
34365.051255373575,694.281982421875
34495.221904068174,698.466796875
34625.39255276277,694.5864868164062
34755.563201457364,692.2916259765625
34885.73385015196,691.2894897460938
35015.90449884656,688.5625
35146.07514754116,684.608154296875
35276.24579623575,680.2640991210938
35406.41644493035,675.6246337890625
35536.58709362495,671.5613403320312
35666.75774231955,668.09716796875
35796.92839101414,665.2421264648438
35927.09903970874,660.58154296875
36057.269688403336,655.0023803710938
36187.440337097934,643.8252563476562
36317.610985792526,635.8961791992188
36447.781634487124,638.9515991210938
36577.95228318172,647.8394775390625
36708.12293187632,657.7863159179688
36838.29358057091,668.29345703125
36968.46422926551,677.0647583007812
37098.63487796011,682.1010131835938
37228.80552665471,687.921630859375
37358.9761753493,695.7575073242188
37489.1468240439,701.5187377929688
37619.3174727385,708.746826171875
37749.488121433096,713.0631103515625
37879.658770127695,715.3552856445312
38009.829418822286,718.6099853515625
38140.000067516885,717.97607421875
38270.17071621148,716.0439453125
38400.34136490608,715.1404418945312
38530.51201360067,712.3482055664062
38660.68266229527,710.63720703125
38790.85331098987,708.401123046875
38921.02395968447,698.9906005859375
39051.19460837906,697.0652465820312
39181.36525707366,694.7538452148438
39311.53590576826,699.1124877929688
39441.70655446286,705.0233154296875
39571.87720315745,704.8812255859375
39702.04785185205,705.9600219726562
39832.218500546645,706.205322265625
39962.389149241244,703.8550415039062
40092.559797935835,700.4989013671875
40222.730446630434,695.6952514648438
40352.90109532503,689.8955688476562
40483.07174401963,684.1539916992188
40613.24239271422,680.6142578125
40743.41304140882,672.8494262695312
40873.58369010342,664.0236206054688
41003.75433879802,655.6990356445312
41133.92498749261,644.3555908203125
41264.09563618721,632.0658569335938
41394.26628488181,629.812744140625
41524.436933576406,640.93408203125
41654.607582271,651.7183227539062
41784.778230965596,656.7174682617188
41914.948879660195,661.1395874023438
42045.11952835479,665.7506103515625
42175.29017704939,665.0463256835938
42305.46082574398,664.38232421875
42435.63147443858,664.3109741210938
42565.80212313318,660.748046875
42695.97277182778,658.6616821289062
42826.14342052237,663.0481567382812
42956.31406921697,669.499755859375
43086.48471791157,676.640380859375
43216.655366606166,681.5435180664062
43346.82601530076,684.8905029296875
43476.996663995356,687.5266723632812
43607.167312689955,690.0275268554688
43737.33796138455,690.8732299804688
43867.508610079145,691.6680908203125
43997.679258773744,687.8175048828125
44127.84990746834,682.733642578125
44258.02055616294,678.8554077148438
44388.19120485753,675.8134155273438
44518.36185355213,670.8770751953125
44648.53250224673,670.2960815429688
44778.70315094133,671.332763671875
44908.87379963592,672.0062866210938
45039.04444833052,666.3394165039062
45169.21509702512,662.7454223632812
45299.385745719715,658.0831298828125
45429.55639441431,651.825927734375
45559.727043108905,650.7431030273438
45689.897691803504,657.2730102539062
45820.0683404981,666.3728637695312
45950.2389891927,672.1591796875
46080.40963788729,676.8297119140625
46210.58028658189,680.3190307617188
46340.75093527649,682.5830688476562
46470.92158397109,684.6787109375
46601.09223266568,687.2903442382812
46731.26288136028,689.9697875976562
46861.43353005488,690.089111328125
46991.604178749476,691.9313354492188
47121.77482744407,697.00146484375
47251.945476138666,696.605224609375
47382.116124833265,698.764404296875
47512.28677352786,701.1024169921875
47642.457422222455,702.8446655273438
47772.62807091705,701.8587036132812
47902.79871961165,699.9352416992188
48032.96936830625,697.62548828125
48163.14001700084,693.9811401367188
48293.31066569544,689.7728271484375
48423.48131439004,683.1845092773438
48553.65196308464,675.3502197265625
48683.82261177923,675.9478149414062
48813.99326047383,685.451171875
48944.16390916843,690.6438598632812
49074.334557863025,694.2825927734375
49204.50520655762,697.7197875976562
49334.675855252215,699.3790893554688
49464.846503946814,699.06005859375
49595.01715264141,695.6497192382812
49725.187801336004,693.5222778320312
49855.3584500306,690.773681640625
49985.5290987252,687.1685791015625
50115.6997474198,682.50341796875
50245.8703961144,678.8692626953125
50376.04104480899,674.2692260742188
50506.21169350359,668.98291015625
50636.38234219819,662.694580078125
50766.552990892786,659.9158325195312
50896.72363958738,660.9613037109375
51026.894288281976,664.8419799804688
51157.064936976574,667.2767944335938
51287.23558567117,665.5379028320312
51417.406234365764,664.220947265625
51547.57688306036,665.201416015625
51677.74753175496,669.5385131835938
51807.91818044956,674.3232421875
51938.08882914415,677.4270629882812
52068.25947783875,681.3215942382812
52198.43012653335,682.9783935546875
52328.60077522795,681.6021118164062
52458.77142392254,680.2567749023438
52588.94207261714,678.6041870117188
52719.112721311736,676.763916015625
52849.283370006335,672.948486328125
52979.454018700926,668.0892944335938
53109.624667395525,663.1890258789062
53239.79531609012,658.117919921875
53369.96596478472,653.6114501953125
53500.13661347931,648.6171875
53630.30726217391,640.58447265625
53760.47791086851,625.1126098632812
53890.64855956311,616.2879028320312
54020.8192082577,612.3409423828125
54150.9898569523,616.0989990234375
54281.1605056469,625.7315063476562
54411.3311543415,632.7449951171875
54541.501803036095,638.5681762695312
54671.67245173069,641.3814697265625
54801.843100425285,642.9163818359375
54932.013749119884,645.09326171875
55062.18439781448,650.2667236328125
55192.355046509074,652
55322.52569520367,649.975341796875
55452.69634389827,632.6569213867188
55582.86699259287,617.0072021484375
55713.03764128746,606.58544921875
55843.20828998206,614.8927612304688
55973.37893867666,628.2930297851562
56103.54958737126,636.3355102539062
56233.72023606585,643.5699462890625
56363.89088476045,646.665283203125
56494.061533455046,648.9512939453125
56624.232182149644,651.3857421875
56754.402830844236,651.725830078125
56884.573479538834,647.8156127929688
57014.74412823343,642.2803344726562
57144.91477692803,636.7736206054688
57275.08542562262,630.3424072265625
57405.25607431722,619.7808227539062
57535.42672301182,608.2284545898438
57665.59737170642,607.2399291992188
57795.76802040101,619.7821044921875
57925.93866909561,629.7000732421875
58056.10931779021,634.703125
58186.279966484806,638.5719604492188
58316.450615179405,641.5809936523438
58446.621263873996,646.514404296875
58576.791912568595,650.4989624023438
58706.96256126319,653.0728759765625
58837.13320995779,650.3298950195312
58967.30385865238,646.7553100585938
59097.47450734698,640.1067504882812
59227.64515604158,630.638671875
59357.81580473618,622.5526123046875
59487.98645343077,615.2343139648438
59618.15710212537,611.2893676757812
59748.32775081997,609.9671020507812
59878.49839951457,605.3638916015625
60008.66904820916,600.6130981445312
60138.83969690376,603.0169067382812
60269.010345598355,613.8206176757812
60399.180994292954,622.160400390625
60529.351642987545,620.644775390625
60659.522291682144,611.6070556640625
60789.69294037674,608.0698852539062
60919.86358907134,619.4254150390625
61050.03423776593,629.9344482421875
61180.20488646053,633.0491333007812
61310.37553515513,628.1765747070312
61440.54618384973,617.9541015625
61570.71683254432,611.7799682617188
61700.88748123892,612.8585205078125
61831.05812993352,618.2471923828125
61961.228778628116,617.9103393554688
62091.39942732271,616.8651123046875
62221.570076017306,622.4140014648438
62351.740724711904,629.1315307617188
62481.9113734065,635.9871215820312
62612.0820221011,642.5608520507812
62742.25267079569,645.7816162109375
62872.42331949029,647
63002.59396818489,646.8768920898438
63132.76461687949,644.3278198242188
63262.93526557408,637.9585571289062
63393.10591426868,632.4253540039062
63523.27656296328,626.4342651367188
63653.447211657876,621.767578125
63783.61786035247,615.7061767578125
63913.788509047066,612.0997924804688
64043.959157741665,606.1351928710938
64174.12980643626,601.8346557617188
64304.300455130855,596.59765625
64434.47110382545,591.5765991210938
64564.64175252005,587.7249145507812
64694.81240121465,585.8661499023438
64824.98304990924,582.1713256835938
64955.15369860384,579.2454833984375
65085.32434729844,585.1806030273438
65215.49499599304,589.6594848632812
65345.66564468763,591.619873046875
65475.83629338223,592.61669921875
65606.00694207683,593.3330078125
65736.17759077142,594.9547729492188
65866.34823946602,592.272705078125
65996.51888816062,587.6973876953125
66126.6895368552,585.3250122070312
66256.86018554981,582.4425659179688
66387.0308342444,578.5517578125
66517.20148293901,574.0736083984375
